match_id,patch,minute,gold_diff,xp_diff,cs_diff,tower_diff,dragon_diff,final_win
NA1_5377867330,15.19.715.1836,10,-678,-1805,-4,0,0,0
NA1_5377867330,15.19.715.1836,15,25,-462,18,0,0,0
NA1_5377867330,15.19.715.1836,20,4365,4125,21,1,0,0
NA1_5377867330,15.19.715.1836,25,5000,3448,14,-1,0,0
NA1_5377440451,15.19.715.1836,10,-1892,-924,-1,0,0,0
NA1_5377440451,15.19.715.1836,15,-3533,-1543,0,0,0,0
NA1_5377440451,15.19.715.1836,20,-4469,-2883,-11,1,-1,0
NA1_5377399137,15.19.715.1836,10,-1033,-1518,-52,0,0,1
NA1_5377399137,15.19.715.1836,15,2479,147,-36,0,0,1
NA1_5376152847,15.19.714.7225,10,-362,-479,-32,0,0,1
NA1_5376152847,15.19.714.7225,15,2281,596,-40,1,0,1
NA1_5376152847,15.19.714.7225,20,5528,4725,-17,2,0,1
NA1_5376152847,15.19.714.7225,25,8406,12513,24,0,0,1
NA1_5375859224,15.19.714.7225,10,65,-1422,-47,0,0,0
NA1_5375859224,15.19.714.7225,15,-1160,-1548,-50,-2,0,0
NA1_5375859224,15.19.714.7225,20,-5284,-10078,-118,0,0,0
NA1_5375859224,15.19.714.7225,25,-5275,-12938,-152,-1,0,0
NA1_5374893206,15.19.713.5912,10,-789,444,-36,0,0,0
NA1_5374893206,15.19.713.5912,15,-884,-221,-15,0,-1,0
NA1_5374893206,15.19.713.5912,20,1579,2484,-3,0,0,0
NA1_5374893206,15.19.713.5912,25,-1159,243,-30,0,0,0
NA1_5374823270,15.19.713.5912,10,-590,150,30,0,0,0
NA1_5374823270,15.19.713.5912,15,-2776,-2159,1,0,0,0
NA1_5374629541,15.19.713.5912,10,1045,1244,-1,0,0,1
NA1_5374629541,15.19.713.5912,15,3333,1999,19,2,0,1
NA1_5374629541,15.19.713.5912,20,1606,3080,12,-1,0,1
NA1_5374629541,15.19.713.5912,25,7466,13024,44,3,0,1
NA1_5374567006,15.19.713.5912,10,926,1397,41,0,0,0
NA1_5374567006,15.19.713.5912,15,1791,3987,94,0,0,0
NA1_5374567006,15.19.713.5912,20,81,138,104,0,0,0
NA1_5374567006,15.19.713.5912,25,-1601,2641,123,0,0,0
NA1_5374505730,15.19.713.5912,10,-3090,-2101,-34,0,0,0
NA1_5374505730,15.19.713.5912,15,-8113,-5758,-96,-1,0,0
NA1_5375785361,15.19.713.5912,10,743,443,-15,0,0,0
NA1_5375785361,15.19.713.5912,15,2205,3566,-8,0,0,0
NA1_5375785361,15.19.713.5912,20,472,946,-17,0,0,0
NA1_5375785361,15.19.713.5912,25,-1470,561,-47,-1,0,0
NA1_5375751494,15.19.713.5912,10,-920,-1325,-46,0,0,0
NA1_5375751494,15.19.713.5912,15,-2914,-3203,-96,0,0,0
NA1_5375751494,15.19.713.5912,20,-9466,-8808,-117,0,-1,0
NA1_5375706892,15.19.713.5912,10,538,899,0,0,0,0
NA1_5375706892,15.19.713.5912,15,401,1103,3,0,0,0
NA1_5375706892,15.19.713.5912,20,2509,2511,-23,0,1,0
NA1_5375706892,15.19.713.5912,25,-6036,-10791,-70,-1,0,0
NA1_5374995311,15.19.713.5912,10,2458,2792,52,0,0,1
NA1_5374995311,15.19.713.5912,15,4707,2933,60,0,0,1
NA1_5374995311,15.19.713.5912,20,4139,2828,60,0,0,1
NA1_5374995311,15.19.713.5912,25,4582,7190,66,0,0,1
NA1_5372211003,15.18.710.2811,10,828,202,12,0,0,0
NA1_5372211003,15.18.710.2811,15,1355,976,11,1,0,0
NA1_5372211003,15.18.710.2811,20,-235,199,28,0,0,0
NA1_5372211003,15.18.710.2811,25,-1490,-3764,49,0,0,0
NA1_5372181680,15.18.710.2811,10,1793,592,-9,0,0,1
NA1_5372181680,15.18.710.2811,15,1336,2449,-10,0,0,1
NA1_5372181680,15.18.710.2811,20,2383,6594,33,0,0,1
NA1_5372181680,15.18.710.2811,25,10432,16360,44,1,0,1
NA1_5372165295,15.18.710.2811,10,2957,2655,44,0,0,1
NA1_5372165295,15.18.710.2811,15,4353,2005,43,1,0,1
NA1_5372141179,15.18.710.2811,10,4745,3265,45,0,0,1
NA1_5372141179,15.18.710.2811,15,12444,8296,93,2,0,1
NA1_5371535055,15.18.710.2811,10,2053,748,22,0,0,1
NA1_5371535055,15.18.710.2811,15,134,442,13,0,0,1
NA1_5371535055,15.18.710.2811,20,2230,3060,7,1,0,1
NA1_5371535055,15.18.710.2811,25,8306,13815,45,1,0,1
NA1_5369166830,15.18.710.2811,10,-884,-730,-15,0,0,0
NA1_5369166830,15.18.710.2811,15,-133,-1378,-44,-1,0,0
NA1_5369166830,15.18.710.2811,20,789,481,-38,-1,0,0
NA1_5369166830,15.18.710.2811,25,-759,1839,-62,-1,-1,0
NA1_5378910103,15.19.715.1836,10,-987,-285,0,0,0,1
NA1_5378910103,15.19.715.1836,15,-1227,-567,-17,-1,0,1
NA1_5378910103,15.19.715.1836,20,2247,3296,29,0,0,1
NA1_5378910103,15.19.715.1836,25,8733,13400,82,1,0,1
NA1_5378845628,15.19.715.1836,10,2003,2110,2,0,0,1
NA1_5378845628,15.19.715.1836,15,3607,4380,34,0,0,1
NA1_5378714779,15.19.715.1836,10,4209,2243,24,0,0,0
NA1_5378714779,15.19.715.1836,15,1625,-957,17,1,1,0
NA1_5378714779,15.19.715.1836,20,747,-3777,-22,0,-1,0
NA1_5378714779,15.19.715.1836,25,680,-5841,-22,0,0,0
NA1_5377644024,15.19.715.1836,10,-4666,-1832,-14,0,0,0
NA1_5377644024,15.19.715.1836,15,-6039,-4489,-74,0,0,0
NA1_5377572249,15.19.715.1836,10,1466,1565,31,0,0,0
NA1_5377572249,15.19.715.1836,15,1045,510,37,0,0,0
NA1_5377572249,15.19.715.1836,20,-4537,-4009,-1,-1,0,0
NA1_5377572249,15.19.715.1836,25,-11422,-11970,-37,-1,-1,0
NA1_5377507704,15.19.715.1836,10,-1425,-1400,-61,0,0,1
NA1_5377507704,15.19.715.1836,15,-1901,-2523,-87,-1,1,1
NA1_5377507704,15.19.715.1836,20,53,-854,-111,0,0,1
NA1_5377507704,15.19.715.1836,25,2664,334,-60,1,0,1
NA1_5377463162,15.19.715.1836,10,-388,-265,-7,0,0,0
NA1_5377463162,15.19.715.1836,15,-507,1299,-10,0,0,0
NA1_5377463162,15.19.715.1836,20,136,3292,10,-1,0,0
NA1_5377463162,15.19.715.1836,25,-2756,3147,0,0,-1,0
NA1_5377419180,15.19.715.1836,10,1516,956,5,0,0,0
NA1_5377419180,15.19.715.1836,15,855,-1402,-23,0,0,0
NA1_5377419180,15.19.715.1836,20,-561,-3448,-37,0,0,0
NA1_5377419180,15.19.715.1836,25,-5801,-12411,-92,-1,0,0
NA1_5377373230,15.19.715.1836,10,-2090,-805,-57,0,0,1
NA1_5377373230,15.19.715.1836,15,2185,3243,-53,0,0,1
NA1_5377373230,15.19.715.1836,20,6451,8685,-35,0,0,1
NA1_5377373230,15.19.715.1836,25,3264,19,-87,0,0,1
NA1_5377337970,15.19.715.1836,10,1340,487,-1,0,0,1
NA1_5377337970,15.19.715.1836,15,4488,2914,-24,1,0,1
NA1_5376564971,15.19.714.7225,10,225,681,20,0,0,0
NA1_5376564971,15.19.714.7225,15,-1092,-425,19,1,0,0
NA1_5376564971,15.19.714.7225,20,-4622,-5192,6,-1,0,0
NA1_5376487381,15.19.714.7225,10,416,-168,-10,0,0,1
NA1_5376487381,15.19.714.7225,15,2224,218,-33,1,0,1
NA1_5376487381,15.19.714.7225,20,6000,3707,-24,0,0,1
NA1_5376487381,15.19.714.7225,25,7237,5760,-54,0,0,1
NA1_5376414532,15.19.714.7225,10,-281,-9,34,0,0,0
NA1_5376414532,15.19.714.7225,15,-1469,-1708,12,-1,-1,0
NA1_5376414532,15.19.714.7225,20,-5875,-4737,-9,0,0,0
NA1_5376361159,15.19.714.7225,10,1394,1591,24,0,0,1
NA1_5376361159,15.19.714.7225,15,2889,2892,45,0,0,1
NA1_5376361159,15.19.714.7225,20,8019,9140,71,0,0,1
NA1_5376210674,15.19.714.7225,10,-1269,531,24,0,-1,1
NA1_5376210674,15.19.714.7225,15,-2455,1586,30,0,0,1
NA1_5376210674,15.19.714.7225,20,-83,1504,6,2,0,1
NA1_5376210674,15.19.714.7225,25,654,6123,1,0,0,1
NA1_5376105460,15.19.714.7225,10,-736,-570,15,0,0,0
NA1_5376105460,15.19.714.7225,15,769,117,10,1,0,0
NA1_5376105460,15.19.714.7225,20,400,-1505,2,1,0,0
NA1_5376105460,15.19.714.7225,25,-3177,-8118,-67,0,0,0
NA1_5374001407,15.18.710.2811,10,-4627,-3412,-23,0,0,0
NA1_5374001407,15.18.710.2811,15,-9495,-7167,-77,-1,0,0
NA1_5373953364,15.18.710.2811,10,783,1227,8,0,0,1
NA1_5373953364,15.18.710.2811,15,3140,708,21,0,0,1
NA1_5373953364,15.18.710.2811,20,-547,-5725,25,-1,0,1
NA1_5373953364,15.18.710.2811,25,2682,-4421,64,0,0,1
NA1_5371113540,15.18.710.2811,10,522,-47,-1,0,0,0
NA1_5371113540,15.18.710.2811,15,2522,2405,0,-1,0,0
NA1_5371113540,15.18.710.2811,20,2024,2680,-2,1,0,0
NA1_5371113540,15.18.710.2811,25,-1153,-5584,-19,0,0,0
NA1_5378409227,15.19.715.1836,10,1450,256,2,0,0,0
NA1_5378409227,15.19.715.1836,15,1050,-206,2,1,0,0
NA1_5378409227,15.19.715.1836,20,-1323,-3259,-11,-1,0,0
NA1_5378409227,15.19.715.1836,25,-4894,-9871,-53,-1,0,0
NA1_5378380921,15.19.715.1836,10,-1958,-816,0,0,0,0
NA1_5378380921,15.19.715.1836,15,-833,-86,17,1,0,0
NA1_5378380921,15.19.715.1836,20,-910,-32,27,-1,0,0
NA1_5378380921,15.19.715.1836,25,-1027,-2968,26,0,0,0
NA1_5377416206,15.19.715.1836,10,425,768,9,0,0,1
NA1_5377416206,15.19.715.1836,15,5920,5027,30,0,1,1
NA1_5377416206,15.19.715.1836,20,9722,7560,38,2,0,1
NA1_5377369477,15.19.715.1836,10,1328,810,0,0,0,1
NA1_5377369477,15.19.715.1836,15,1765,1768,5,-1,-1,1
NA1_5377369477,15.19.715.1836,20,-409,-1942,-36,0,0,1
NA1_5377369477,15.19.715.1836,25,-1680,-2641,-43,0,0,1
NA1_5377319663,15.19.715.1836,10,-2218,198,28,0,0,1
NA1_5377319663,15.19.715.1836,15,-4680,-2676,22,0,0,1
NA1_5377319663,15.19.715.1836,20,-8590,-7511,13,-1,0,1
NA1_5377319663,15.19.715.1836,25,-6390,-5220,21,-1,0,1
NA1_5377181395,15.19.714.7225,10,-1444,-1746,-28,0,0,0
NA1_5377181395,15.19.714.7225,15,-4291,-4902,-76,-1,0,0
NA1_5377181395,15.19.714.7225,20,-6442,-4538,-120,0,1,0
NA1_5377146359,15.19.714.7225,10,4842,1847,22,0,0,1
NA1_5377146359,15.19.714.7225,15,13261,7563,75,3,0,1
NA1_5377112160,15.19.714.7225,10,-310,365,-4,0,-1,0
NA1_5377112160,15.19.714.7225,15,-130,1863,13,-1,0,0
NA1_5377112160,15.19.714.7225,20,-117,-283,-21,1,0,0
NA1_5377112160,15.19.714.7225,25,2487,6664,9,0,0,0
NA1_5374308694,15.19.713.5912,10,3000,1258,54,0,0,1
NA1_5374308694,15.19.713.5912,15,9611,7312,142,2,0,1
NA1_5374293454,15.19.713.5912,10,-516,-1156,-19,0,0,0
NA1_5374293454,15.19.713.5912,15,-2380,-4604,-59,-1,0,0
NA1_5378112484,15.19.715.1836,10,-1865,-662,-8,0,0,0
NA1_5378112484,15.19.715.1836,15,-8442,-3897,-19,-2,0,0
NA1_5378112484,15.19.715.1836,20,-16716,-12735,-89,-2,0,0
NA1_5378069829,15.19.715.1836,10,-4747,-3750,-67,-1,0,0
NA1_5378069829,15.19.715.1836,15,-4307,-1014,-81,0,0,0
NA1_5378069829,15.19.715.1836,20,-4777,-551,-98,0,0,0
NA1_5378069829,15.19.715.1836,25,-6375,-316,-88,-1,0,0
NA1_5378009213,15.19.715.1836,10,-684,458,-17,0,1,1
NA1_5378009213,15.19.715.1836,15,-1046,800,-41,-1,0,1
NA1_5378009213,15.19.715.1836,20,-4035,-864,-19,0,0,1
NA1_5378009213,15.19.715.1836,25,122,7095,-29,0,0,1
NA1_5377948254,15.19.715.1836,10,4662,1953,15,1,1,1
NA1_5377948254,15.19.715.1836,15,3431,1371,27,0,0,1
NA1_5377948254,15.19.715.1836,20,6594,4566,55,0,0,1
NA1_5377948254,15.19.715.1836,25,7669,2326,82,0,0,1
NA1_5377894847,15.19.715.1836,10,-1108,-1274,-29,0,0,0
NA1_5377894847,15.19.715.1836,15,-416,-340,-31,0,0,0
NA1_5377894847,15.19.715.1836,20,-484,8,-41,-1,0,0
NA1_5377894847,15.19.715.1836,25,2093,-2009,-52,0,0,0
NA1_5376607489,15.19.714.7225,10,-2742,-1474,-5,0,0,0
NA1_5376607489,15.19.714.7225,15,-1512,-1023,-8,0,0,0
NA1_5376607489,15.19.714.7225,20,-1511,-448,-33,0,0,0
NA1_5376607489,15.19.714.7225,25,-7320,-10409,-64,-3,0,0
NA1_5374912354,15.19.713.5912,10,-3182,-2155,-20,0,0,0
NA1_5374912354,15.19.713.5912,15,-3853,-2979,-25,0,0,0
NA1_5374912354,15.19.713.5912,20,-8222,-5050,-55,-2,-1,0
NA1_5373901328,15.18.710.2811,10,6711,4777,48,0,0,1
NA1_5373901328,15.18.710.2811,15,10303,4372,75,1,0,1
NA1_5373901328,15.18.710.2811,20,11626,-446,46,2,0,1
NA1_5373901328,15.18.710.2811,25,9583,-8165,-1,2,0,1
NA1_5373868601,15.18.710.2811,10,-1058,-1206,6,0,0,1
NA1_5373868601,15.18.710.2811,15,-1440,-506,20,0,-1,1
NA1_5373868601,15.18.710.2811,20,114,851,41,1,0,1
NA1_5373868601,15.18.710.2811,25,4240,10291,61,1,0,1
NA1_5377345901,15.19.714.7225,10,122,-1211,20,0,0,0
NA1_5377345901,15.19.714.7225,15,1633,608,33,0,0,0
NA1_5377345901,15.19.714.7225,20,-2623,-4152,4,-3,0,0
NA1_5377262980,15.19.714.7225,10,-1755,-1140,-58,0,0,0
NA1_5377262980,15.19.714.7225,15,-3504,-1518,-109,-1,0,0
NA1_5377262980,15.19.714.7225,20,-1933,-1283,-133,0,0,0
NA1_5377262980,15.19.714.7225,25,-6341,-11068,-155,0,0,0
NA1_5377217103,15.19.714.7225,10,330,36,-21,0,0,1
NA1_5377217103,15.19.714.7225,15,1706,2547,9,-1,0,1
NA1_5377217103,15.19.714.7225,20,-1204,2041,39,0,0,1
NA1_5377217103,15.19.714.7225,25,4856,12053,106,0,0,1
NA1_5377173749,15.19.714.7225,10,636,-361,5,0,1,0
NA1_5377173749,15.19.714.7225,15,-4141,-3920,-39,-1,0,0
NA1_5377173749,15.19.714.7225,20,89,-1592,-28,0,0,0
NA1_5377173749,15.19.714.7225,25,947,3748,-21,0,0,0
NA1_5377130308,15.19.714.7225,10,-2890,-1049,-10,0,0,0
NA1_5377130308,15.19.714.7225,15,-5439,-2004,-21,0,0,0
NA1_5377130308,15.19.714.7225,20,-5422,-7633,-68,0,0,0
NA1_5377130308,15.19.714.7225,25,-3919,-5858,-37,-1,0,0
NA1_5376004385,15.19.714.7225,10,-1429,-1796,-30,0,1,0
NA1_5376004385,15.19.714.7225,15,-3283,-3922,-41,-1,0,0
NA1_5376004385,15.19.714.7225,20,-5562,-7737,-65,0,0,0
NA1_5376004385,15.19.714.7225,25,-772,-4410,-23,0,0,0
NA1_5375934538,15.19.714.7225,10,1867,1063,1,0,0,1
NA1_5375934538,15.19.714.7225,15,284,-1337,-25,0,0,1
NA1_5375934538,15.19.714.7225,20,67,-2156,-19,2,0,1
NA1_5375934538,15.19.714.7225,25,4458,6795,37,1,0,1
NA1_5375891829,15.19.714.7225,10,-1912,-1045,-14,0,0,1
NA1_5375891829,15.19.714.7225,15,-2947,-2237,-7,-1,0,1
NA1_5375891829,15.19.714.7225,20,-4914,-4529,-43,0,0,1
NA1_5375891829,15.19.714.7225,25,-2289,-832,-69,-1,0,1
NA1_5375829666,15.19.714.7225,10,3486,855,20,0,0,0
NA1_5375829666,15.19.714.7225,15,343,-247,30,-2,-1,0
NA1_5375829666,15.19.714.7225,20,-2537,-4004,12,-2,0,0
NA1_5375829666,15.19.714.7225,25,-3561,-8880,-23,0,0,0
NA1_5375788942,15.19.714.7225,10,1965,-482,-28,0,-1,1
NA1_5375788942,15.19.714.7225,15,3299,2192,4,1,0,1
NA1_5375788942,15.19.714.7225,20,6708,3520,-7,1,0,1
NA1_5374644665,15.19.713.5912,10,-608,602,10,0,0,1
NA1_5374644665,15.19.713.5912,15,488,2407,42,0,0,1
NA1_5374644665,15.19.713.5912,20,3221,4379,76,1,0,1
NA1_5374644665,15.19.713.5912,25,3617,1566,104,0,0,1
NA1_5374596776,15.19.713.5912,10,-1062,-158,-3,0,0,1
NA1_5374596776,15.19.713.5912,15,3631,3167,16,1,0,1
NA1_5374596776,15.19.713.5912,20,5648,6091,10,0,1,1
NA1_5374596776,15.19.713.5912,25,8427,11656,17,2,0,1
NA1_5374536495,15.19.713.5912,10,-1604,-1579,-43,0,0,1
NA1_5374536495,15.19.713.5912,15,-1178,746,-44,-1,1,1
NA1_5374536495,15.19.713.5912,20,592,3019,-13,0,-1,1
NA1_5374536495,15.19.713.5912,25,-761,-2079,-13,0,-1,1
NA1_5373295935,15.18.710.2811,10,-2538,-1781,10,0,0,1
NA1_5373295935,15.18.710.2811,15,-4953,-3039,-4,-2,0,1
NA1_5373295935,15.18.710.2811,20,-8125,-8011,-56,-1,0,1
NA1_5373295935,15.18.710.2811,25,-6483,-2910,-63,0,0,1
NA1_5373280926,15.18.710.2811,10,4821,2407,37,0,0,1
NA1_5373280926,15.18.710.2811,15,10202,6895,94,1,0,1
NA1_5373280926,15.18.710.2811,20,16213,13188,132,0,0,1
NA1_5373261590,15.18.710.2811,10,-1746,-1231,-5,0,0,0
NA1_5373261590,15.18.710.2811,15,-4887,-4057,-49,0,0,0
NA1_5373261590,15.18.710.2811,20,-6682,-3877,-88,-2,0,0
NA1_5373261590,15.18.710.2811,25,-7512,-9863,-114,0,0,0
NA1_5373246967,15.18.710.2811,10,-359,-244,12,0,0,1
NA1_5373246967,15.18.710.2811,15,-112,-257,26,0,0,1
NA1_5373246967,15.18.710.2811,20,1066,1242,32,0,0,1
NA1_5373246967,15.18.710.2811,25,4893,4845,81,2,0,1
NA1_5369788644,15.18.710.2811,10,-3833,-2160,-40,0,0,0
NA1_5369788644,15.18.710.2811,15,-2000,-2013,-37,-1,0,0
NA1_5369788644,15.18.710.2811,20,-3521,-2948,-62,0,0,0
NA1_5369788644,15.18.710.2811,25,-6032,-10169,-93,0,0,0
NA1_5369769257,15.18.710.2811,10,911,895,0,0,0,1
NA1_5369769257,15.18.710.2811,15,756,552,-21,-1,0,1
NA1_5369769257,15.18.710.2811,20,5546,5722,-19,0,1,1
NA1_5369769257,15.18.710.2811,25,9218,14374,8,0,1,1
NA1_5378957242,15.19.715.1836,10,2080,1074,5,0,0,1
NA1_5378957242,15.19.715.1836,15,373,-34,-6,1,0,1
NA1_5378957242,15.19.715.1836,20,22,-482,-56,1,0,1
NA1_5378957242,15.19.715.1836,25,-1643,-1534,-78,-1,0,1
NA1_5378891881,15.19.715.1836,10,-895,-608,19,0,0,1
NA1_5378891881,15.19.715.1836,15,-1992,-3063,-9,0,0,1
NA1_5378891881,15.19.715.1836,20,344,-2051,-14,1,0,1
NA1_5378891881,15.19.715.1836,25,3156,3025,-3,0,0,1
NA1_5378822510,15.19.715.1836,10,-2001,-2129,-26,0,0,0
NA1_5378822510,15.19.715.1836,15,-3592,-3703,-78,-1,0,0
NA1_5378822510,15.19.715.1836,20,-4861,-5399,-78,-1,0,0
NA1_5378137525,15.19.715.1836,10,-966,29,-40,0,0,0
NA1_5378137525,15.19.715.1836,15,-1510,-1861,-56,-1,0,0
NA1_5378137525,15.19.715.1836,20,-11246,-11367,-144,-2,0,0
NA1_5378137525,15.19.715.1836,25,-2519,-5260,-102,0,0,0
NA1_5378099577,15.19.715.1836,10,-493,-4,-15,0,0,1
NA1_5378099577,15.19.715.1836,15,-1929,-1229,-45,0,0,1
NA1_5378099577,15.19.715.1836,20,-723,-410,-61,0,0,1
NA1_5378099577,15.19.715.1836,25,5305,7391,-7,0,0,1
NA1_5378051579,15.19.715.1836,10,-1335,-1804,-16,0,0,1
NA1_5378051579,15.19.715.1836,15,-3017,-4955,-65,-1,0,1
NA1_5378051579,15.19.715.1836,20,-406,-4464,-49,1,0,1
NA1_5378051579,15.19.715.1836,25,4157,6358,-45,0,0,1
NA1_5377983674,15.19.715.1836,10,-2838,-1780,-51,0,0,0
NA1_5377983674,15.19.715.1836,15,-5908,-3371,-98,-1,0,0
NA1_5377983674,15.19.715.1836,20,-3655,-1844,-151,0,0,0
NA1_5377983674,15.19.715.1836,25,-6761,-7975,-168,0,0,0
NA1_5377354651,15.19.715.1836,10,-603,-69,-31,0,0,1
NA1_5377354651,15.19.715.1836,15,-209,-526,-30,0,-1,1
NA1_5377354651,15.19.715.1836,20,783,-1167,-36,0,-1,1
NA1_5377354651,15.19.715.1836,25,3793,9144,5,-1,0,1
NA1_5377302837,15.19.715.1836,10,-843,657,-9,0,0,1
NA1_5377302837,15.19.715.1836,15,-175,1442,6,1,0,1
NA1_5377302837,15.19.715.1836,20,966,3310,17,-2,0,1
NA1_5377302837,15.19.715.1836,25,2139,2924,9,2,0,1
NA1_5366930680,15.18.710.2811,10,-398,-329,9,0,0,0
NA1_5366930680,15.18.710.2811,15,-374,-2553,-11,1,0,0
NA1_5366930680,15.18.710.2811,20,-1539,-4168,-38,0,0,0
NA1_5366329179,15.18.710.2811,10,-1303,-1731,-24,0,0,1
NA1_5366329179,15.18.710.2811,15,-282,424,-38,0,0,1
NA1_5366329179,15.18.710.2811,20,2520,3068,-44,0,0,1
NA1_5366329179,15.18.710.2811,25,2820,9220,-30,0,0,1
NA1_5366293042,15.18.710.2811,10,-1694,-1078,-21,0,0,1
NA1_5366293042,15.18.710.2811,15,703,-280,-22,1,0,1
NA1_5366293042,15.18.710.2811,20,-2294,-1726,-47,0,0,1
NA1_5366293042,15.18.710.2811,25,-1642,491,-31,0,0,1
NA1_5366253808,15.18.710.2811,10,-1715,-2248,-46,0,-1,0
NA1_5366253808,15.18.710.2811,15,-4839,-5596,-88,-1,0,0
NA1_5366253808,15.18.710.2811,20,-4869,-5807,-109,0,0,0
NA1_5366253808,15.18.710.2811,25,-9188,-15134,-164,-2,0,0
NA1_5366206633,15.18.710.2811,10,-700,150,-16,0,0,0
NA1_5366206633,15.18.710.2811,15,-465,1729,-2,1,0,0
NA1_5366206633,15.18.710.2811,20,-2284,952,15,0,-1,0
NA1_5366206633,15.18.710.2811,25,-3862,-4904,-4,0,1,0
NA1_5366182055,15.18.710.2811,10,-521,-529,19,0,0,1
NA1_5366182055,15.18.710.2811,15,157,-1687,2,0,0,1
NA1_5366182055,15.18.710.2811,20,5512,4294,63,1,0,1
NA1_5366182055,15.18.710.2811,25,5287,8895,62,0,1,1
NA1_5365879493,15.17.708.5788,10,2694,981,24,0,0,1
NA1_5365879493,15.17.708.5788,15,1574,1658,54,0,0,1
NA1_5365879493,15.17.708.5788,20,1844,4939,85,0,0,1
NA1_5365879493,15.17.708.5788,25,4311,9932,90,0,0,1
NA1_5378163516,15.19.715.1836,10,-327,255,13,0,-1,0
NA1_5378163516,15.19.715.1836,15,-3470,-2562,10,-1,0,0
NA1_5378163516,15.19.715.1836,20,-3099,-5906,-19,0,0,0
NA1_5378163516,15.19.715.1836,25,474,-6482,10,-1,0,0
NA1_5378065005,15.19.715.1836,10,-2101,-31,-16,0,0,0
NA1_5378065005,15.19.715.1836,15,-2405,1349,-36,0,0,0
NA1_5378065005,15.19.715.1836,20,-1517,1772,-23,0,0,0
NA1_5378065005,15.19.715.1836,25,-7066,-7703,-41,-1,-1,0
NA1_5376714387,15.19.714.7225,10,998,255,-13,0,0,1
NA1_5376714387,15.19.714.7225,15,6009,4797,6,0,0,1
NA1_5376714387,15.19.714.7225,20,9024,5918,37,0,0,1
NA1_5376665279,15.19.714.7225,10,-1737,-1409,-24,0,0,0
NA1_5376665279,15.19.714.7225,15,-2989,-2449,-47,-1,0,0
NA1_5376665279,15.19.714.7225,20,-6603,-5233,-51,1,0,0
NA1_5376665279,15.19.714.7225,25,-10385,-14234,-90,-1,0,0
NA1_5376536081,15.19.714.7225,10,1913,1425,32,0,0,0
NA1_5376536081,15.19.714.7225,15,3470,2703,54,2,0,0
NA1_5376536081,15.19.714.7225,20,6798,5741,59,-1,0,0
NA1_5376536081,15.19.714.7225,25,3054,-2093,54,0,0,0
NA1_5376469391,15.19.714.7225,10,2504,2155,49,0,0,1
NA1_5376469391,15.19.714.7225,15,5119,3698,76,0,0,1
NA1_5376469391,15.19.714.7225,20,4652,4601,72,1,0,1
NA1_5376469391,15.19.714.7225,25,5285,9666,90,0,0,1
NA1_5374416438,15.19.713.5912,10,-1261,-1734,-7,0,0,0
NA1_5374416438,15.19.713.5912,15,-3778,-4564,-4,-1,0,0
NA1_5374416438,15.19.713.5912,20,-5047,-5507,-18,1,0,0
NA1_5374416438,15.19.713.5912,25,-9904,-15451,-45,0,0,0
NA1_5374127108,15.18.710.2811,10,2153,-881,17,0,-1,0
NA1_5374127108,15.18.710.2811,15,1042,-2560,13,0,-1,0
NA1_5374127108,15.18.710.2811,20,3690,-1361,21,0,0,0
NA1_5374127108,15.18.710.2811,25,722,-8463,15,-1,0,0
NA1_5378461579,15.19.715.1836,10,-3627,-2546,-19,0,0,0
NA1_5378461579,15.19.715.1836,15,-2750,-1090,-19,0,0,0
NA1_5378461579,15.19.715.1836,20,-2683,882,-12,1,0,0
NA1_5378461579,15.19.715.1836,25,-6525,-7113,-32,-2,0,0
NA1_5376758001,15.19.714.7225,10,-18,-1128,-50,0,0,0
NA1_5376758001,15.19.714.7225,15,3422,1130,-9,0,1,0
NA1_5376758001,15.19.714.7225,20,3016,-516,-27,0,0,0
NA1_5376758001,15.19.714.7225,25,579,-7715,-80,0,0,0
NA1_5376709005,15.19.714.7225,10,-2186,-764,-2,0,0,0
NA1_5376709005,15.19.714.7225,15,-4169,-3687,-56,-1,-1,0
NA1_5376709005,15.19.714.7225,20,-9269,-13230,-139,0,0,0
NA1_5375279996,15.19.713.5912,10,2570,1336,12,0,0,1
NA1_5375279996,15.19.713.5912,15,6723,1652,12,2,0,1
NA1_5375279996,15.19.713.5912,20,13602,7692,64,0,0,1
NA1_5375219365,15.19.713.5912,10,-1909,-162,-2,0,0,1
NA1_5375219365,15.19.713.5912,15,-705,1490,10,0,0,1
NA1_5375219365,15.19.713.5912,20,-386,483,-7,0,0,1
NA1_5375219365,15.19.713.5912,25,3607,4578,-2,1,0,1
NA1_5375147503,15.19.713.5912,10,832,-361,0,0,0,0
NA1_5375147503,15.19.713.5912,15,-1579,-4039,-34,0,-1,0
NA1_5375147503,15.19.713.5912,20,-3691,-6003,-41,0,0,0
NA1_5375147503,15.19.713.5912,25,-8925,-13844,-66,-1,0,0
NA1_5375059779,15.19.713.5912,10,-748,395,7,0,-1,0
NA1_5375059779,15.19.713.5912,15,-25,1712,7,0,-1,0
NA1_5375059779,15.19.713.5912,20,-1880,1036,12,0,1,0
NA1_5375059779,15.19.713.5912,25,-5177,-4090,-4,-2,0,0
NA1_5374954391,15.19.713.5912,10,1164,812,0,0,0,0
NA1_5374954391,15.19.713.5912,15,2650,2150,37,0,0,0
NA1_5374954391,15.19.713.5912,20,1161,2163,61,1,0,0
