match_id,patch,minute,gold_diff,xp_diff,cs_diff,tower_diff,dragon_diff,final_win
NA1_5367318799,15.18.710.2811,10,1430,962,9,0,0,1
NA1_5367318799,15.18.710.2811,15,7783,7941,51,1,0,1
NA1_5367284199,15.18.710.2811,10,-1527,-151,41,0,0,1
NA1_5367284199,15.18.710.2811,15,937,1828,51,2,0,1
NA1_5367284199,15.18.710.2811,20,756,1196,49,1,0,1
NA1_5367284199,15.18.710.2811,25,4746,7682,55,0,0,1
NA1_5367046424,15.18.710.2811,10,2161,908,56,0,0,1
NA1_5367046424,15.18.710.2811,15,5184,3046,92,2,0,1
NA1_5367022519,15.18.710.2811,10,5174,2229,35,0,0,1
NA1_5367022519,15.18.710.2811,15,6381,947,71,0,0,1
NA1_5367022519,15.18.710.2811,20,11089,3409,99,2,0,1
NA1_5366997225,15.18.710.2811,10,-969,1436,3,0,0,0
NA1_5366997225,15.18.710.2811,15,-1155,3740,13,0,0,0
NA1_5366997225,15.18.710.2811,20,-5902,-1818,-29,-1,1,0
NA1_5366997225,15.18.710.2811,25,-5865,-3789,-7,0,0,0
NA1_5366948567,15.18.710.2811,10,1378,1598,60,0,0,1
NA1_5366948567,15.18.710.2811,15,4579,2161,89,0,0,1
NA1_5366948567,15.18.710.2811,20,7963,4543,139,0,0,1
NA1_5366948567,15.18.710.2811,25,13999,15538,155,3,1,1
NA1_5366523272,15.18.710.2811,10,-1056,-695,-9,0,-1,1
NA1_5366523272,15.18.710.2811,15,1883,3518,27,0,0,1
NA1_5366523272,15.18.710.2811,20,3097,7448,98,0,0,1
NA1_5366523272,15.18.710.2811,25,5929,10073,70,0,0,1
NA1_5376219095,15.19.714.7225,10,357,-523,-21,0,0,0
NA1_5376219095,15.19.714.7225,15,-1593,-1846,-45,-1,0,0
NA1_5376219095,15.19.714.7225,20,-142,-1355,-21,-1,0,0
NA1_5376219095,15.19.714.7225,25,665,-3267,-19,0,0,0
NA1_5376127552,15.19.714.7225,10,1369,1071,58,0,0,1
NA1_5376127552,15.19.714.7225,15,522,-1159,18,-1,0,1
NA1_5376127552,15.19.714.7225,20,805,-1690,33,0,0,1
NA1_5376127552,15.19.714.7225,25,8328,10813,83,0,1,1
NA1_5374980958,15.19.713.5912,10,-2611,-172,9,0,0,0
NA1_5374980958,15.19.713.5912,15,-2983,-1435,-17,0,0,0
NA1_5374980958,15.19.713.5912,20,-6129,-3846,-38,0,-1,0
NA1_5374980958,15.19.713.5912,25,-6964,-7164,-35,0,0,0
NA1_5373629695,15.18.710.2811,10,-606,-216,27,0,0,0
NA1_5373629695,15.18.710.2811,15,-1061,-946,1,-1,0,0
NA1_5373629695,15.18.710.2811,20,-2796,-3529,-10,-3,0,0
NA1_5373629695,15.18.710.2811,25,-2191,-7145,-2,1,-1,0
NA1_5373412380,15.18.710.2811,10,3067,2476,47,0,0,0
NA1_5373412380,15.18.710.2811,15,4067,2199,90,1,0,0
NA1_5373412380,15.18.710.2811,20,1650,-1709,85,0,-1,0
NA1_5373412380,15.18.710.2811,25,3958,2897,83,0,-1,0
NA1_5371700703,15.18.710.2811,10,1417,913,57,0,0,0
NA1_5371700703,15.18.710.2811,15,-772,-2972,57,2,0,0
NA1_5371700703,15.18.710.2811,20,-2536,-5258,60,0,0,0
NA1_5371166282,15.18.710.2811,10,-1353,739,14,0,0,0
NA1_5371166282,15.18.710.2811,15,-1295,-269,-1,0,0,0
NA1_5371166282,15.18.710.2811,20,-2094,-2304,-9,2,0,0
NA1_5371166282,15.18.710.2811,25,-4697,-7408,-21,0,-1,0
NA1_5370395254,15.18.710.2811,10,745,-300,19,0,0,1
NA1_5370395254,15.18.710.2811,15,956,20,80,0,0,1
NA1_5370395254,15.18.710.2811,20,3724,3042,136,0,0,1
NA1_5370395254,15.18.710.2811,25,1324,4772,154,-1,0,1
NA1_5367530239,15.18.710.2811,10,-1140,1052,5,0,0,1
NA1_5367530239,15.18.710.2811,15,-689,-767,-5,2,0,1
NA1_5367530239,15.18.710.2811,20,-3223,-1396,-4,-1,0,1
NA1_5367530239,15.18.710.2811,25,-1203,3340,-3,0,-1,1
NA1_5366831409,15.18.710.2811,10,2319,2459,3,0,0,0
NA1_5366831409,15.18.710.2811,15,875,843,4,0,0,0
NA1_5366831409,15.18.710.2811,20,1279,1578,-7,0,0,0
NA1_5366831409,15.18.710.2811,25,-979,-3521,16,0,-1,0
NA1_5377032687,15.19.714.7225,10,1642,744,3,0,0,1
NA1_5377032687,15.19.714.7225,15,4983,2692,16,1,0,1
NA1_5377032687,15.19.714.7225,20,5575,1974,16,0,0,1
NA1_5377032687,15.19.714.7225,25,9284,8666,11,0,1,1
NA1_5373777268,15.18.710.2811,10,3013,1323,31,0,0,1
NA1_5373777268,15.18.710.2811,15,6241,4274,48,1,0,1
NA1_5371351066,15.18.710.2811,10,-2427,-567,9,0,0,1
NA1_5371351066,15.18.710.2811,15,-2299,-1536,-41,0,0,1
NA1_5371351066,15.18.710.2811,20,1757,4902,-7,0,0,1
NA1_5371351066,15.18.710.2811,25,3905,9290,-15,0,-1,1
NA1_5371312425,15.18.710.2811,10,-13,166,-13,0,0,0
NA1_5371312425,15.18.710.2811,15,-406,1350,-28,1,0,0
NA1_5371312425,15.18.710.2811,20,-1048,3091,-24,0,0,0
NA1_5371312425,15.18.710.2811,25,-2881,1889,-64,2,0,0
NA1_5370810962,15.18.710.2811,10,-1405,-1136,-13,0,0,0
NA1_5370810962,15.18.710.2811,15,-1894,-519,-21,-1,0,0
NA1_5370810962,15.18.710.2811,20,-1839,-1039,-41,1,0,0
NA1_5370810962,15.18.710.2811,25,-3786,-6494,-76,1,0,0
NA1_5370241166,15.18.710.2811,10,-2962,-540,2,0,0,0
NA1_5370241166,15.18.710.2811,15,-3602,-1567,-29,0,0,0
NA1_5370241166,15.18.710.2811,20,-2660,-2111,-20,0,1,0
NA1_5370241166,15.18.710.2811,25,-714,-2289,7,1,0,0
NA1_5369687245,15.18.710.2811,10,-434,82,44,0,0,0
NA1_5369687245,15.18.710.2811,15,-4930,-2790,35,-1,0,0
NA1_5369687245,15.18.710.2811,20,-5716,-7005,47,-1,0,0
NA1_5369687245,15.18.710.2811,25,-2894,-5875,74,0,-1,0
NA1_5369083340,15.18.710.2811,10,-253,422,-18,0,0,1
NA1_5369083340,15.18.710.2811,15,1243,2689,-20,1,1,1
NA1_5369083340,15.18.710.2811,20,4552,2455,-15,1,0,1
NA1_5369067643,15.18.710.2811,10,2002,627,27,0,0,1
NA1_5369067643,15.18.710.2811,15,2057,1048,70,0,0,1
NA1_5369067643,15.18.710.2811,20,2331,1872,94,1,0,1
NA1_5369067643,15.18.710.2811,25,656,4137,111,-2,0,1
NA1_5369055876,15.18.710.2811,10,-915,364,-4,0,0,0
NA1_5369055876,15.18.710.2811,15,-4445,-1918,-34,-2,0,0
NA1_5373795978,15.18.710.2811,10,-568,-918,-2,0,0,0
NA1_5373795978,15.18.710.2811,15,-1798,-3258,-5,0,0,0
NA1_5373795978,15.18.710.2811,20,-5857,-5053,-13,0,-1,0
NA1_5373795978,15.18.710.2811,25,-8561,-9398,-6,-1,0,0
NA1_5372765222,15.18.710.2811,10,806,1931,59,0,0,1
NA1_5372765222,15.18.710.2811,15,4139,5510,108,1,0,1
NA1_5372765222,15.18.710.2811,20,3175,4547,105,0,1,1
NA1_5372765222,15.18.710.2811,25,5271,1735,123,0,1,1
NA1_5371991722,15.18.710.2811,10,2432,319,1,0,0,1
NA1_5371991722,15.18.710.2811,15,3271,764,12,0,0,1
NA1_5371991722,15.18.710.2811,20,6164,3502,2,2,1,1
NA1_5371991722,15.18.710.2811,25,10394,12325,38,0,0,1
NA1_5371465278,15.18.710.2811,10,-866,-518,-5,0,1,0
NA1_5371465278,15.18.710.2811,15,-228,-196,6,-1,0,0
NA1_5371465278,15.18.710.2811,20,525,-2649,-21,-1,0,0
NA1_5371465278,15.18.710.2811,25,505,-4274,-42,0,0,0
NA1_5370778202,15.18.710.2811,10,2880,2653,42,0,0,1
NA1_5370778202,15.18.710.2811,15,3953,3886,56,-1,0,1
NA1_5370778202,15.18.710.2811,20,7508,6148,73,1,1,1
NA1_5370778202,15.18.710.2811,25,9325,13843,89,2,0,1
NA1_5367976056,15.18.710.2811,10,870,-193,3,0,0,0
NA1_5367976056,15.18.710.2811,15,-325,-1184,-4,0,0,0
NA1_5367976056,15.18.710.2811,20,-1304,-2046,7,0,0,0
NA1_5367976056,15.18.710.2811,25,-1360,-4606,17,-1,0,0
NA1_5367921796,15.18.710.2811,10,-1814,-2060,-12,0,0,0
NA1_5367921796,15.18.710.2811,15,-4519,-3581,-33,-1,0,0
NA1_5367921796,15.18.710.2811,20,-10398,-12603,-111,0,0,0
NA1_5367897044,15.18.710.2811,10,-738,484,-31,0,0,0
NA1_5367897044,15.18.710.2811,15,193,2027,-34,0,0,0
NA1_5367897044,15.18.710.2811,20,-1437,486,-75,-1,0,0
NA1_5367897044,15.18.710.2811,25,1381,5388,-93,0,0,0
NA1_5367881884,15.18.710.2811,10,-1818,-2781,-46,0,0,0
NA1_5367881884,15.18.710.2811,15,-4509,-6020,-80,0,0,0
NA1_5367881884,15.18.710.2811,20,-7501,-9867,-80,1,-1,0
NA1_5366691980,15.18.710.2811,10,-590,-687,14,0,0,0
NA1_5366691980,15.18.710.2811,15,1862,1307,11,0,0,0
NA1_5366691980,15.18.710.2811,20,603,-417,23,0,0,0
NA1_5366691980,15.18.710.2811,25,-2628,-7175,16,-1,0,0
NA1_5366677877,15.18.710.2811,10,-2147,-1169,-26,0,0,0
NA1_5366677877,15.18.710.2811,15,-4719,-3451,-40,0,0,0
NA1_5366677877,15.18.710.2811,20,-6802,-5329,-38,0,0,0
NA1_5366677877,15.18.710.2811,25,-9320,-13906,-55,-1,-1,0
NA1_5365560043,15.17.708.5788,10,2048,2456,64,0,0,1
NA1_5365560043,15.17.708.5788,15,4334,2767,99,1,0,1
NA1_5365560043,15.17.708.5788,20,10456,6737,126,1,0,1
NA1_5362942414,15.17.708.5788,10,242,744,-50,0,0,1
NA1_5362942414,15.17.708.5788,15,5765,5651,-5,2,0,1
NA1_5377901221,15.19.715.1836,10,-414,856,2,0,0,0
NA1_5377901221,15.19.715.1836,15,227,879,-5,0,0,0
NA1_5377901221,15.19.715.1836,20,-4531,-4549,-45,-1,0,0
NA1_5377901221,15.19.715.1836,25,-6793,-11441,-45,0,0,0
NA1_5376507612,15.19.714.7225,10,-1271,-2158,5,0,0,0
NA1_5376507612,15.19.714.7225,15,-4122,-5331,-22,0,-1,0
NA1_5373167911,15.18.710.2811,10,2420,2784,-5,0,0,1
NA1_5373167911,15.18.710.2811,15,7630,7665,78,1,1,1
NA1_5373167911,15.18.710.2811,20,8268,10648,84,0,0,1
NA1_5373167911,15.18.710.2811,25,10314,15534,98,0,0,1
NA1_5373141906,15.18.710.2811,10,-1054,398,3,0,0,0
NA1_5373141906,15.18.710.2811,15,1292,3378,42,1,0,0
NA1_5373141906,15.18.710.2811,20,-3759,-3748,9,0,0,0
NA1_5373141906,15.18.710.2811,25,-4034,-5401,20,-1,0,0
NA1_5373003467,15.18.710.2811,10,1844,2073,47,0,0,1
NA1_5373003467,15.18.710.2811,15,4750,2559,43,1,0,1
NA1_5373003467,15.18.710.2811,20,5987,5225,79,0,0,1
NA1_5372978243,15.18.710.2811,10,436,-193,-2,0,0,0
NA1_5372978243,15.18.710.2811,15,1142,-341,-2,0,0,0
NA1_5372978243,15.18.710.2811,20,1547,-2016,13,0,0,0
NA1_5372978243,15.18.710.2811,25,-2746,-9848,-18,-1,0,0
NA1_5372956449,15.18.710.2811,10,-2522,-1915,-34,-1,0,0
NA1_5372956449,15.18.710.2811,15,-2630,-3334,-67,-1,0,0
NA1_5372841308,15.18.710.2811,10,-61,-235,-17,0,0,0
NA1_5372841308,15.18.710.2811,15,-2808,-1818,-69,0,0,0
NA1_5372841308,15.18.710.2811,20,-6389,-3033,-83,-2,0,0
NA1_5372796680,15.18.710.2811,10,730,1454,24,0,0,1
NA1_5372796680,15.18.710.2811,15,3819,4192,57,2,0,1
NA1_5378356503,15.19.715.1836,10,1278,619,17,0,-1,0
NA1_5378356503,15.19.715.1836,15,4102,3258,46,0,1,0
NA1_5378356503,15.19.715.1836,20,4066,-966,35,1,0,0
NA1_5378356503,15.19.715.1836,25,382,-5502,17,-1,0,0
NA1_5378329763,15.19.715.1836,10,212,1302,14,0,0,1
NA1_5378329763,15.19.715.1836,15,3970,4451,42,0,0,1
NA1_5378329763,15.19.715.1836,20,5427,7832,49,1,0,1
NA1_5378329763,15.19.715.1836,25,12034,20161,106,2,0,1
NA1_5378312254,15.19.715.1836,10,-862,177,-10,0,0,1
NA1_5378312254,15.19.715.1836,15,742,2209,-26,1,0,1
NA1_5378291423,15.19.715.1836,10,328,576,33,0,0,0
NA1_5378291423,15.19.715.1836,15,986,30,18,2,0,0
NA1_5378291423,15.19.715.1836,20,-2784,-4997,-12,-1,0,0
NA1_5378291423,15.19.715.1836,25,-5195,-6419,-67,0,0,0
NA1_5378278175,15.19.715.1836,10,-615,-2288,-56,0,0,0
NA1_5378278175,15.19.715.1836,15,-3219,-3181,-84,-1,1,0
NA1_5378278175,15.19.715.1836,20,-4725,-5501,-108,-2,-1,0
NA1_5378278175,15.19.715.1836,25,-2557,-6440,-109,0,1,0
NA1_5378221974,15.19.715.1836,10,748,1125,27,0,0,1
NA1_5378221974,15.19.715.1836,15,4388,4961,49,0,0,1
NA1_5378221974,15.19.715.1836,20,6328,8653,79,0,0,1
NA1_5378221974,15.19.715.1836,25,9570,14774,89,2,0,1
NA1_5378196416,15.19.715.1836,10,-2482,-926,-31,0,0,0
NA1_5378196416,15.19.715.1836,15,-4335,-2340,-60,-2,0,0
NA1_5378196416,15.19.715.1836,20,-7213,-5433,-86,-1,0,0
NA1_5378196416,15.19.715.1836,25,-12452,-15006,-138,-2,0,0
NA1_5377335670,15.19.714.7225,10,1235,694,1,0,0,1
NA1_5377335670,15.19.714.7225,15,2885,2003,17,0,0,1
NA1_5377335670,15.19.714.7225,20,-1118,-2415,-14,-1,0,1
NA1_5377335670,15.19.714.7225,25,2867,-1238,-7,0,1,1
NA1_5377195595,15.19.714.7225,10,-2987,-1577,6,0,0,0
NA1_5377195595,15.19.714.7225,15,-2451,20,17,-1,0,0
NA1_5377195595,15.19.714.7225,20,-1890,-47,0,0,0,0
NA1_5377195595,15.19.714.7225,25,-4506,-55,-21,0,0,0
NA1_5376772535,15.19.714.7225,10,-25,657,-13,0,0,1
NA1_5376772535,15.19.714.7225,15,-1996,110,-11,0,1,1
NA1_5376772535,15.19.714.7225,20,1217,2130,-22,0,-1,1
NA1_5376737713,15.19.714.7225,10,2750,1736,11,0,0,1
NA1_5376737713,15.19.714.7225,15,4221,4114,53,1,0,1
NA1_5376737713,15.19.714.7225,20,9362,9623,68,0,0,1
NA1_5376737713,15.19.714.7225,25,8434,9561,54,0,0,1
NA1_5376551323,15.19.714.7225,10,-2160,-916,-19,0,0,0
NA1_5376551323,15.19.714.7225,15,29,605,-14,0,0,0
NA1_5376551323,15.19.714.7225,20,-3428,-4094,-10,0,-1,0
NA1_5376551323,15.19.714.7225,25,-13739,-16173,-70,-2,0,0
NA1_5373489761,15.18.710.2811,10,-846,-2419,-56,0,0,0
NA1_5373489761,15.18.710.2811,15,-1277,-4476,-84,0,1,0
NA1_5373489761,15.18.710.2811,20,-4569,-8446,-123,-1,-1,0
NA1_5373489761,15.18.710.2811,25,-5087,-12644,-134,0,-1,0
NA1_5373456159,15.18.710.2811,10,2454,757,15,0,0,1
NA1_5373456159,15.18.710.2811,15,4246,1465,19,1,0,1
NA1_5373456159,15.18.710.2811,20,3685,1492,37,0,0,1
NA1_5373456159,15.18.710.2811,25,504,1640,43,0,0,1
NA1_5372558675,15.18.710.2811,10,-7135,-6062,-98,0,0,0
NA1_5372558675,15.18.710.2811,15,-11896,-9448,-160,-1,0,0
NA1_5372558675,15.18.710.2811,20,-18719,-14304,-240,-2,0,0
NA1_5372416008,15.18.710.2811,10,1158,292,25,0,0,0
NA1_5372416008,15.18.710.2811,15,-266,-1457,23,0,0,0
NA1_5372416008,15.18.710.2811,20,-7656,-11339,-53,-2,0,0
NA1_5372343867,15.18.710.2811,10,-189,-828,0,0,0,0
NA1_5372343867,15.18.710.2811,15,-1303,-1133,-4,-1,0,0
NA1_5372343867,15.18.710.2811,20,-4401,-4209,-9,0,-1,0
NA1_5372343867,15.18.710.2811,25,-3661,-7087,-7,-1,1,0
NA1_5372306684,15.18.710.2811,10,2343,1706,33,0,0,1
NA1_5372306684,15.18.710.2811,15,7019,6820,51,1,1,1
NA1_5372306684,15.18.710.2811,20,8304,11394,110,0,1,1
NA1_5372278802,15.18.710.2811,10,-349,-562,-4,0,0,1
NA1_5372278802,15.18.710.2811,15,2280,787,17,1,0,1
NA1_5372278802,15.18.710.2811,20,2009,-2081,23,0,-1,1
NA1_5372278802,15.18.710.2811,25,7672,3995,62,1,0,1
NA1_5372048555,15.18.710.2811,10,2687,1638,10,0,0,1
NA1_5372048555,15.18.710.2811,15,7837,6985,59,0,0,1
NA1_5372048555,15.18.710.2811,20,8873,9865,68,0,1,1
NA1_5372048555,15.18.710.2811,25,14280,10719,56,2,1,1
NA1_5372028403,15.18.710.2811,10,1765,801,42,0,0,1
NA1_5372028403,15.18.710.2811,15,653,-2400,24,-1,0,1
NA1_5372028403,15.18.710.2811,20,220,-4525,28,0,0,1
NA1_5372028403,15.18.710.2811,25,4026,-4723,36,0,0,1
NA1_5372004678,15.18.710.2811,10,183,-222,32,0,0,1
NA1_5372004678,15.18.710.2811,15,3943,3418,38,1,0,1
NA1_5372004678,15.18.710.2811,20,3985,4367,26,0,-1,1
NA1_5372004678,15.18.710.2811,25,10075,13760,34,1,1,1
NA1_5378257252,15.19.715.1836,10,-2991,-1055,-48,0,0,1
NA1_5378257252,15.19.715.1836,15,-4409,-1536,-49,0,0,1
NA1_5378257252,15.19.715.1836,20,-2245,5,-22,-1,1,1
NA1_5378257252,15.19.715.1836,25,-4269,-7400,-55,-1,-1,1
NA1_5378205906,15.19.715.1836,10,1265,1050,-10,0,0,1
NA1_5378205906,15.19.715.1836,15,3533,1635,2,0,0,1
NA1_5378205906,15.19.715.1836,20,5936,8876,55,1,0,1
NA1_5378205906,15.19.715.1836,25,7270,11636,53,2,0,1
NA1_5378160759,15.19.715.1836,10,-948,411,84,0,0,0
NA1_5378160759,15.19.715.1836,15,-3656,-1349,111,-2,0,0
NA1_5378160759,15.19.715.1836,20,-3894,-2199,132,1,0,0
NA1_5378160759,15.19.715.1836,25,-4597,-2915,154,-2,0,0
NA1_5377749226,15.19.715.1836,10,-438,138,-16,0,0,0
NA1_5377749226,15.19.715.1836,15,-4770,-3578,-32,0,0,0
NA1_5377749226,15.19.715.1836,20,-4004,-4004,-16,0,0,0
NA1_5376552545,15.19.714.7225,10,3024,2075,35,0,0,1
NA1_5376552545,15.19.714.7225,15,2014,-16,35,-2,0,1
NA1_5376552545,15.19.714.7225,20,2222,-1037,48,0,0,1
NA1_5376552545,15.19.714.7225,25,-704,-11113,7,-1,0,1
NA1_5372874047,15.18.710.2811,10,-1887,-1472,0,0,0,0
NA1_5372874047,15.18.710.2811,15,-5311,-4984,-70,-2,0,0
NA1_5372833344,15.18.710.2811,10,-2217,-1115,-14,0,-1,0
NA1_5372833344,15.18.710.2811,15,-5394,-3888,-47,-1,0,0
NA1_5372833344,15.18.710.2811,20,-7501,-8258,-100,0,0,0
NA1_5372796376,15.18.710.2811,10,1896,158,4,0,0,1
NA1_5372796376,15.18.710.2811,15,748,1345,31,1,1,1
NA1_5372796376,15.18.710.2811,20,-337,574,-2,-1,1,1
NA1_5372796376,15.18.710.2811,25,5649,13598,63,-1,0,1
NA1_5372249926,15.18.710.2811,10,-438,28,35,0,-1,1
NA1_5372249926,15.18.710.2811,15,3988,3076,100,0,-1,1
NA1_5372249926,15.18.710.2811,20,3012,-1537,83,1,-1,1
NA1_5372249926,15.18.710.2811,25,-456,-1464,54,-2,0,1
NA1_5362563301,15.17.708.5788,10,-461,-792,-37,0,1,1
NA1_5362563301,15.17.708.5788,15,-1465,-808,-39,1,0,1
NA1_5362563301,15.17.708.5788,20,-3605,-4219,-63,0,0,1
NA1_5362563301,15.17.708.5788,25,-2703,-744,-57,0,0,1
NA1_5362536742,15.17.708.5788,10,734,291,30,0,0,1
NA1_5362536742,15.17.708.5788,15,4285,4543,76,0,0,1
NA1_5362536742,15.17.708.5788,20,9955,6442,117,0,0,1
NA1_5362536742,15.17.708.5788,25,7139,657,98,0,0,1
NA1_5361431308,15.17.708.5788,10,-359,-599,-26,0,0,0
NA1_5361431308,15.17.708.5788,15,-709,-1264,-45,-1,0,0
NA1_5361431308,15.17.708.5788,20,-2146,-1696,-51,-1,0,0
NA1_5361431308,15.17.708.5788,25,2143,6208,-75,0,0,0
NA1_5361398448,15.17.708.5788,10,1792,2975,14,0,0,0
NA1_5361398448,15.17.708.5788,15,-384,-37,-5,-1,-1,0
NA1_5361398448,15.17.708.5788,20,429,-192,-39,0,1,0
NA1_5361398448,15.17.708.5788,25,3260,6791,-13,0,1,0
NA1_5360786203,15.17.708.5788,10,-2228,-1762,-44,0,-1,1
NA1_5360786203,15.17.708.5788,15,-2101,-1243,-63,0,0,1
NA1_5360786203,15.17.708.5788,20,-923,-507,-65,0,0,1
NA1_5360786203,15.17.708.5788,25,2267,8065,-23,0,0,1
NA1_5360737040,15.17.708.5788,10,-2219,-1116,-60,0,0,0
NA1_5360737040,15.17.708.5788,15,-6047,-1777,-66,0,0,0
NA1_5360737040,15.17.708.5788,20,-7528,-3663,-96,0,-1,0
NA1_5360737040,15.17.708.5788,25,-9257,-11197,-105,0,0,0
NA1_5359975050,15.17.708.5788,10,5077,4997,89,0,1,1
NA1_5359975050,15.17.708.5788,15,8308,7360,154,0,0,1
NA1_5359933163,15.17.708.5788,10,-3280,76,22,0,1,0
NA1_5359933163,15.17.708.5788,15,-3009,-452,21,1,0,0
NA1_5359933163,15.17.708.5788,20,-3027,-1701,-11,0,0,0
NA1_5359933163,15.17.708.5788,25,-10367,-12611,-38,0,0,0
NA1_5359871086,15.17.708.5788,10,-1325,-95,-6,0,0,1
NA1_5359871086,15.17.708.5788,15,-1137,-688,4,0,0,1
NA1_5359871086,15.17.708.5788,20,-1088,-1318,-3,0,-1,1
NA1_5359871086,15.17.708.5788,25,228,-2979,29,2,0,1
NA1_5359810228,15.17.708.5788,10,2286,1920,35,0,0,1
NA1_5359810228,15.17.708.5788,15,433,-413,29,-1,0,1
NA1_5359810228,15.17.708.5788,20,3776,1159,44,0,0,1
NA1_5359810228,15.17.708.5788,25,5272,2689,106,0,0,1
NA1_5359769608,15.17.708.5788,10,221,-1472,-25,0,-1,0
NA1_5359769608,15.17.708.5788,15,-1524,-1388,-49,0,-1,0
NA1_5359769608,15.17.708.5788,20,-2921,-5091,-75,0,0,0
NA1_5359769608,15.17.708.5788,25,-6817,-11680,-83,0,0,0
NA1_5378729711,15.19.715.1836,10,-3775,-2812,-32,0,0,0
NA1_5378729711,15.19.715.1836,15,-6742,-3795,-32,-2,0,0
NA1_5378331497,15.19.715.1836,10,-27,814,48,0,0,0
NA1_5378331497,15.19.715.1836,15,-415,-1643,38,1,0,0
NA1_5378331497,15.19.715.1836,20,-2475,-1270,51,0,0,0
NA1_5378331497,15.19.715.1836,25,-4589,129,66,-1,0,0
NA1_5377407464,15.19.715.1836,10,2481,2569,44,0,-1,1
NA1_5377407464,15.19.715.1836,15,7213,8399,121,0,0,1
NA1_5377280930,15.19.714.7225,10,1151,1251,31,0,0,1
NA1_5377280930,15.19.714.7225,15,4394,2514,49,1,0,1
NA1_5377280930,15.19.714.7225,20,5773,4160,49,0,0,1
NA1_5377280930,15.19.714.7225,25,5466,7457,53,0,1,1
NA1_5372158635,15.18.710.2811,10,-1481,-340,-9,0,0,0
NA1_5372158635,15.18.710.2811,15,-455,-219,-30,0,0,0
NA1_5372158635,15.18.710.2811,20,-2641,-1301,-23,0,-1,0
NA1_5372158635,15.18.710.2811,25,-9547,-11325,-25,0,-1,0
NA1_5372133643,15.18.710.2811,10,-996,-573,29,0,0,0
NA1_5372133643,15.18.710.2811,15,3792,1364,55,1,0,0
NA1_5372133643,15.18.710.2811,20,3756,-1098,63,-1,0,0
NA1_5372133643,15.18.710.2811,25,5901,6825,90,1,0,0
NA1_5368011038,15.18.710.2811,10,-142,-90,6,0,0,1
NA1_5368011038,15.18.710.2811,15,1987,1763,22,0,1,1
NA1_5365505430,15.17.708.5788,10,-1069,-1363,-3,0,0,0
NA1_5365505430,15.17.708.5788,15,-1171,-178,8,0,0,0
NA1_5365505430,15.17.708.5788,20,1521,1852,27,1,0,0
NA1_5365505430,15.17.708.5788,25,3963,6898,40,0,0,0
NA1_5365355577,15.17.708.5788,10,-214,267,-18,0,0,1
NA1_5365355577,15.17.708.5788,15,6359,4207,-10,1,0,1
NA1_5365347433,15.17.708.5788,10,657,1628,12,0,1,1
NA1_5365347433,15.17.708.5788,15,1416,3554,12,0,0,1
NA1_5365347433,15.17.708.5788,20,456,2685,33,-1,0,1
NA1_5365347433,15.17.708.5788,25,2259,8151,42,-1,0,1
NA1_5372726636,15.18.710.2811,10,-920,-666,1,0,0,1
NA1_5372726636,15.18.710.2811,15,1403,2325,26,1,0,1
NA1_5372726636,15.18.710.2811,20,2914,3952,30,0,0,1
NA1_5372691543,15.18.710.2811,10,-1113,-1428,-44,0,0,0
NA1_5372691543,15.18.710.2811,15,-2498,-2596,-76,-2,0,0
NA1_5372691543,15.18.710.2811,20,-7364,-9280,-115,-1,0,0
NA1_5372691543,15.18.710.2811,25,-16316,-20189,-191,-3,0,0
NA1_5372659126,15.18.710.2811,10,289,1521,58,0,0,0
NA1_5372659126,15.18.710.2811,15,427,1504,88,2,0,0
NA1_5372659126,15.18.710.2811,20,-5759,-6323,55,-1,0,0
NA1_5371309007,15.18.710.2811,10,728,618,21,0,0,1
NA1_5371309007,15.18.710.2811,15,79,491,54,0,0,1
NA1_5371309007,15.18.710.2811,20,-1625,-2193,73,0,0,1
NA1_5371309007,15.18.710.2811,25,547,2880,97,0,0,1
NA1_5371297765,15.18.710.2811,10,2144,2091,32,0,0,1
NA1_5371297765,15.18.710.2811,15,-1046,1085,46,-1,0,1
NA1_5371297765,15.18.710.2811,20,3132,4607,59,0,0,1
NA1_5371297765,15.18.710.2811,25,3540,6551,46,2,0,1
NA1_5370824073,15.18.710.2811,10,-1130,407,-35,0,-1,0
NA1_5370824073,15.18.710.2811,15,-1829,-1593,-60,-1,0,0
NA1_5370824073,15.18.710.2811,20,-6423,-8831,-86,0,0,0
NA1_5370806854,15.18.710.2811,10,-328,-1623,11,0,0,0
NA1_5370806854,15.18.710.2811,15,184,111,34,-2,0,0
NA1_5370806854,15.18.710.2811,20,1709,811,22,0,0,0
NA1_5370806854,15.18.710.2811,25,-2776,-8780,-7,-1,0,0
NA1_5368460948,15.18.710.2811,10,-775,617,-30,0,0,0
NA1_5368460948,15.18.710.2811,15,-2029,-485,-56,-2,-1,0
NA1_5368460948,15.18.710.2811,20,-4524,-4914,-57,0,0,0
NA1_5368460948,15.18.710.2811,25,-2515,-4157,-47,0,0,0
NA1_5368437941,15.18.710.2811,10,722,1252,28,0,0,1
NA1_5368437941,15.18.710.2811,15,2568,2806,62,1,0,1
NA1_5368437941,15.18.710.2811,20,1494,-158,61,0,1,1
NA1_5368437941,15.18.710.2811,25,4273,-437,47,1,1,1
NA1_5368405487,15.18.710.2811,10,2111,852,52,0,0,0
NA1_5368405487,15.18.710.2811,15,1771,2750,86,1,-1,0
NA1_5368405487,15.18.710.2811,20,384,2257,65,-1,0,0
